usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,synonym,class,acceptedUsageKey,verbatim_name,verbatim_index,verbatim_kingdom,category_cites,category_iucn,category_sinac,category_endemism
2482101,"Burhinus bistriatus (Wagler, 1829)",Burhinus bistriatus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Charadriiformes,Burhinidae,Burhinus,Burhinus bistriatus,1,44,212,7192402,9697,2482094,2482101,FALSE,Aves,,Burhinus bistriatus,140,Animalia,III,LEAST_CONCERN,,
2480692,"Busarellus nigricollis (Latham, 1790)",Busarellus nigricollis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Busarellus,Busarellus nigricollis,1,44,212,7191147,2877,2480691,2480692,FALSE,Aves,,Busarellus nigricollis,141,Animalia,II,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,
2480541,"Buteo albonotatus Kaup, 1847",Buteo albonotatus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Buteo,Buteo albonotatus,1,44,212,7191147,2877,2480517,2480541,FALSE,Aves,,Buteo albonotatus,142,Animalia,II,LEAST_CONCERN,,
2480553,"Buteo brachyurus Vieillot, 1816",Buteo brachyurus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Buteo,Buteo brachyurus,1,44,212,7191147,2877,2480517,2480553,FALSE,Aves,,Buteo brachyurus,143,Animalia,II,LEAST_CONCERN,,
2480542,"Buteo jamaicensis (Gmelin, 1788)",Buteo jamaicensis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Buteo,Buteo jamaicensis,1,44,212,7191147,2877,2480517,2480542,FALSE,Aves,,Buteo jamaicensis,144,Animalia,II,LEAST_CONCERN,,
2480556,"Buteo nitidus (Latham, 1790)",Buteo nitidus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Buteo,Buteo nitidus,1,44,212,7191147,2877,2480517,2480556,FALSE,Aves,,Buteo nitidus,145,Animalia,II,LEAST_CONCERN,,
2480538,"Buteo platypterus (Vieillot, 1823)",Buteo platypterus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Buteo,Buteo platypterus,1,44,212,7191147,2877,2480517,2480538,FALSE,Aves,,Buteo platypterus,146,Animalia,II,LEAST_CONCERN,,
2480562,"Buteo swainsoni Bonaparte, 1838",Buteo swainsoni,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,1,44,212,7191147,2877,2480517,2480562,FALSE,Aves,,Buteo swainsoni,147,Animalia,II,LEAST_CONCERN,,
2480651,"Buteogallus anthracinus (Deppe, 1830)",Buteogallus anthracinus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Buteogallus,Buteogallus anthracinus,1,44,212,7191147,2877,2480650,2480651,FALSE,Aves,,Buteogallus anthracinus,148,Animalia,II,LEAST_CONCERN,,
2480655,"Buteogallus meridionalis (Latham, 1790)",Buteogallus meridionalis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Buteogallus,Buteogallus meridionalis,1,44,212,7191147,2877,2480650,2480655,FALSE,Aves,,Buteogallus meridionalis,149,Animalia,II,LEAST_CONCERN,,
7836955,"Buteogallus solitarius (Tschudi, 1844)",Buteogallus solitarius,SPECIES,SYNONYM,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Harpyhaliaetus,Harpyhaliaetus solitarius,1,44,212,7191147,2877,2480373,2480374,TRUE,Aves,2480374,Buteogallus solitarius,150,Animalia,,NEAR_THREATENED,POBLACIÓN REDUCIDA O AMENAZADA,
2480657,"Buteogallus urubitinga (Gmelin, 1788)",Buteogallus urubitinga,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Buteogallus,Buteogallus urubitinga,1,44,212,7191147,2877,2480650,2480657,FALSE,Aves,,Buteogallus urubitinga,151,Animalia,II,LEAST_CONCERN,,
9751099,"Cairina moschata (Linnaeus, 1758)",Cairina moschata,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Anseriformes,Anatidae,Cairina,Cairina moschata,1,44,212,1108,2986,2498282,9751099,FALSE,Aves,,Cairina moschata,152,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,
2481765,"Calidris canutus (Linnaeus, 1758)",Calidris canutus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Charadriiformes,Scolopacidae,Calidris,Calidris canutus,1,44,212,7192402,5282,2481739,2481765,FALSE,Aves,,Calidris canutus,153,Animalia,,NEAR_THREATENED,,
2481741,"Calidris ferruginea (Pontoppidan, 1763)",Calidris ferruginea,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Charadriiformes,Scolopacidae,Calidris,Calidris ferruginea,1,44,212,7192402,5282,2481739,2481741,FALSE,Aves,,Calidris ferruginea,154,Animalia,,NEAR_THREATENED,,
2481764,"Calidris pusilla (Linnaeus, 1766)",Calidris pusilla,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Charadriiformes,Scolopacidae,Calidris,Calidris pusilla,1,44,212,7192402,5282,2481739,2481764,FALSE,Aves,,Calidris pusilla,155,Animalia,,NEAR_THREATENED,,
8292425,"Calidris subruficollis (Vieillot, 1819)",Calidris subruficollis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Charadriiformes,Scolopacidae,Calidris,Calidris subruficollis,1,44,212,7192402,5282,2481739,8292425,FALSE,Aves,,Calidris subruficollis,156,Animalia,,NEAR_THREATENED,,
2476374,"Calliphlox bryantae (Lawrence, 1867)",Calliphlox bryantae,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Trochilidae,Calliphlox,Calliphlox bryantae,1,44,212,1448,5289,2476367,2476374,FALSE,Aves,,Calliphlox bryantae,157,Animalia,II,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,Endémica
2482458,"Calocitta formosa (Swainson, 1827)",Calocitta formosa,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Corvidae,Calocitta,Calocitta formosa,1,44,212,729,5235,2482457,2482458,FALSE,Aves,,Calocitta formosa,158,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,
2476133,"Campylopterus hemileucurus (Deppe, 1830)",Campylopterus hemileucurus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Trochilidae,Campylopterus,Campylopterus hemileucurus,1,44,212,1448,5289,2476112,2476133,FALSE,Aves,,Campylopterus hemileucurus,159,Animalia,II,LEAST_CONCERN,,
6089710,"Cantorchilus semibadius (Salvin, 1870)",Cantorchilus semibadius,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Troglodytidae,Cantorchilus,Cantorchilus semibadius,1,44,212,729,9355,7341033,6089710,FALSE,Aves,,Cantorchilus semibadius,161,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,Endémica
6089791,"Cantorchilus thoracicus (Salvin, 1865)",Cantorchilus thoracicus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Troglodytidae,Cantorchilus,Cantorchilus thoracicus,1,44,212,729,9355,7341033,6089791,FALSE,Aves,,Cantorchilus thoracicus,162,Animalia,,LEAST_CONCERN,,Endémica
8874605,"Cantorchilus zeledoni (Ridgway, 1878)",Cantorchilus zeledoni,SPECIES,SYNONYM,100,EXACT,Animalia,Chordata,Passeriformes,Troglodytidae,Cantorchilus,Cantorchilus modestus,1,44,212,729,9355,7341033,7341074,TRUE,Aves,6541232,Cantorchilus zeledoni,163,Animalia,,LEAST_CONCERN,,Endémica
2480985,"Caracara cheriway (Jacquin, 1784)",Caracara cheriway,SPECIES,SYNONYM,100,EXACT,Animalia,Chordata,Falconiformes,Falconidae,Caracara,Caracara plancus,1,44,212,7191407,5240,2480984,2480989,TRUE,Aves,8991514,Caracara cheriway,164,Animalia,II,LEAST_CONCERN,,
2486495,"Carpodectes antoniae Ridgway, 1884",Carpodectes antoniae,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Cotingidae,Carpodectes,Carpodectes antoniae,1,44,212,729,5236,2486494,2486495,FALSE,Aves,,Carpodectes antoniae,165,Animalia,,NEAR_THREATENED,PELIGRO DE EXTINCIÓN,Endémica
2486496,"Carpodectes nitidus Salvin, 1865",Carpodectes nitidus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Cotingidae,Carpodectes,Carpodectes nitidus,1,44,212,729,5236,2486494,2486496,FALSE,Aves,,Carpodectes nitidus,166,Animalia,,LEAST_CONCERN,,Endémica
2481928,"Cathartes burrovianus Cassin, 1845",Cathartes burrovianus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Cathartidae,Cathartes,Cathartes burrovianus,1,44,212,7191147,3242141,2481927,2481928,FALSE,Aves,,Cathartes burrovianus,167,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,
2490809,"Catharus gracilirostris Salvin, 1865",Catharus gracilirostris,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Turdidae,Catharus,Catharus gracilirostris,1,44,212,729,5290,2490799,2490809,FALSE,Aves,,Catharus gracilirostris,168,Animalia,,LEAST_CONCERN,,Endémica
5959197,"Cephalopterus glabricollis Gould, 1851",Cephalopterus glabricollis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Cotingidae,Cephalopterus,Cephalopterus glabricollis,1,44,212,729,5236,5959194,5959197,FALSE,Aves,,Cephalopterus glabricollis,169,Animalia,,ENDANGERED,PELIGRO DE EXTINCIÓN,Endémica
5228632,"Chaetura fumosa Salvin, 1870",Chaetura fumosa,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Apodidae,Chaetura,Chaetura fumosa,1,44,212,1448,2993,2477150,5228632,FALSE,Aves,,Chaetura fumosa,170,Animalia,,LEAST_CONCERN,,Endémica
4409023,"Chaetura pelagica (Linnaeus, 1758)",Chaetura pelagica,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Apodidae,Chaetura,Chaetura pelagica,1,44,212,1448,2993,2477150,4409023,FALSE,Aves,,Chaetura pelagica,171,Animalia,,VULNERABLE,,
2476769,"Chalybura urochrysia (Gould, 1861)",Chalybura urochrysia,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Trochilidae,Chalybura,Chalybura urochrysia,1,44,212,1448,5289,2476768,2476769,FALSE,Aves,,Chalybura urochrysia,172,Animalia,II,LEAST_CONCERN,,
2482182,"Chamaepetes unicolor Salvin, 1867",Chamaepetes unicolor,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Galliformes,Cracidae,Chamaepetes,Chamaepetes unicolor,1,44,212,723,5237,2482181,2482182,FALSE,Aves,,Chamaepetes unicolor,173,Animalia,,LEAST_CONCERN,PELIGRO DE EXTINCIÓN,Endémica
2480283,"Charadrius melodus Ord, 1824",Charadrius melodus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Charadriiformes,Charadriidae,Charadrius,Charadrius melodus,1,44,212,7192402,2480210,2480277,2480283,FALSE,Aves,,Charadrius melodus,174,Animalia,,NEAR_THREATENED,,
6065879,"Charadrius nivosus (Cassin, 1858)",Charadrius nivosus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Charadriiformes,Charadriidae,Charadrius,Charadrius nivosus,1,44,212,7192402,2480210,2480277,6065879,FALSE,Aves,,Charadrius nivosus,175,Animalia,,NEAR_THREATENED,,
2480320,"Charadrius vociferus Linnaeus, 1758",Charadrius vociferus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Charadriiformes,Charadriidae,Charadrius,Charadrius vociferus,1,44,212,7192402,2480210,2480277,2480320,FALSE,Aves,,Charadrius vociferus,176,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,
2487765,"Chiroxiphia lanceolata (Wagler, 1830)",Chiroxiphia lanceolata,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia lanceolata,1,44,212,729,5270,2487764,2487765,FALSE,Aves,,Chiroxiphia lanceolata,177,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,
2475492,"Chloroceryle inda (Linnaeus, 1766)",Chloroceryle inda,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle inda,1,44,212,1447,2984,2475481,2475492,FALSE,Aves,,Chloroceryle inda,178,Animalia,,LEAST_CONCERN,PELIGRO DE EXTINCIÓN,
2488323,"Chlorophonia callophrys (Cabanis, 1861)",Chlorophonia callophrys,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Chlorophonia,Chlorophonia callophrys,1,44,212,729,5242,2488311,2488323,FALSE,Aves,,Chlorophonia callophrys,179,Animalia,,LEAST_CONCERN,PELIGRO DE EXTINCIÓN,Endémica
2488707,"Chlorospingus pileatus Salvin, 1865",Chlorospingus pileatus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus pileatus,1,44,212,729,9410667,2488700,2488707,FALSE,Aves,,Chlorospingus pileatus,180,Animalia,,LEAST_CONCERN,,Endémica
2476075,"Chlorostilbon assimilis Lawrence, 1861",Chlorostilbon assimilis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon assimilis,1,44,212,1448,5289,2476058,2476075,FALSE,Aves,,Chlorostilbon assimilis,181,Animalia,II,LEAST_CONCERN,,Endémica
2480571,"Chondrohierax uncinatus (Temminck, 1822)",Chondrohierax uncinatus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Chondrohierax,Chondrohierax uncinatus,1,44,212,7191147,2877,2480570,2480571,FALSE,Aves,,Chondrohierax uncinatus,182,Animalia,II,LEAST_CONCERN,,
2488535,"Chrysothlypis chrysomelas (P.L.Sclater & Salvin, 1869)",Chrysothlypis chrysomelas,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Thraupidae,Chrysothlypis,Chrysothlypis chrysomelas,1,44,212,729,9352,2488532,2488535,FALSE,Aves,,Chrysothlypis chrysomelas,183,Animalia,,LEAST_CONCERN,,Endémica
6101217,"Circus hudsonius (Linnaeus, 1766)",Circus hudsonius,SPECIES,SYNONYM,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Circus,Circus cyaneus,1,44,212,7191147,2877,2480481,2480487,TRUE,Aves,5229175,Circus hudsonius,184,Animalia,II,LEAST_CONCERN,,
2493890,"Cistothorus platensis (Latham, 1790)",Cistothorus platensis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Troglodytidae,Cistothorus,Cistothorus platensis,1,44,212,729,9355,2493861,2493890,FALSE,Aves,,Cistothorus platensis,185,Animalia,,LEAST_CONCERN,PELIGRO DE EXTINCIÓN,
8009306,"Clibanornis rubiginosus (P.L.Sclater, 1857)",Clibanornis rubiginosus,SPECIES,SYNONYM,100,EXACT,Animalia,Chordata,Passeriformes,Furnariidae,Automolus,Automolus rubiginosus,1,44,212,729,5243,2485730,5230262,TRUE,Aves,5230262,Clibanornis rubiginosus,186,Animalia,,VULNERABLE,POBLACIÓN REDUCIDA O AMENAZADA,
2496290,"Coccyzus ferrugineus Gould, 1843",Coccyzus ferrugineus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Cuculiformes,Cuculidae,Coccyzus,Coccyzus ferrugineus,1,44,212,1492,9309,2496285,2496290,FALSE,Aves,,Coccyzus ferrugineus,187,Animalia,,VULNERABLE,,Endémica
2496294,"Coccyzus minor (Gmelin, 1788)",Coccyzus minor,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Cuculiformes,Cuculidae,Coccyzus,Coccyzus minor,1,44,212,1492,9309,2496285,2496294,FALSE,Aves,,Coccyzus minor,188,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,
5228485,"Colibri delphinae (R.Lesson, 1839)",Colibri delphinae,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Trochilidae,Colibri,Colibri delphinae,1,44,212,1448,5289,5228473,5228485,FALSE,Aves,,Colibri delphinae,189,Animalia,II,LEAST_CONCERN,,
5229743,"Contopus cooperi (Nuttall, 1831)",Contopus cooperi,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Tyrannidae,Contopus,Contopus cooperi,1,44,212,729,5291,2483729,5229743,FALSE,Aves,,Contopus cooperi,190,Animalia,,NEAR_THREATENED,,
5229728,"Contopus lugubris Lawrence, 1865",Contopus lugubris,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Tyrannidae,Contopus,Contopus lugubris,1,44,212,729,5291,2483729,5229728,FALSE,Aves,,Contopus lugubris,191,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,Endémica
5229729,"Contopus ochraceus P.L.Sclater & Salvin, 1869",Contopus ochraceus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Tyrannidae,Contopus,Contopus ochraceus,1,44,212,729,5291,2483729,5229729,FALSE,Aves,,Contopus ochraceus,192,Animalia,,LEAST_CONCERN,,Endémica
5230384,"Cotinga ridgwayi Ridgway, 1887",Cotinga ridgwayi,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Cotingidae,Cotinga,Cotinga ridgwayi,1,44,212,729,5236,5429264,5230384,FALSE,Aves,,Cotinga ridgwayi,193,Animalia,,VULNERABLE,PELIGRO DE EXTINCIÓN,Endémica
2482168,"Crax rubra Linnaeus, 1758",Crax rubra,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Galliformes,Cracidae,Crax,Crax rubra,1,44,212,723,5237,2482167,2482168,FALSE,Aves,,Crax rubra,194,Animalia,III,VULNERABLE,POBLACIÓN REDUCIDA O AMENAZADA,
2477567,"Crypturellus boucardi (P.L.Sclater, 1860)",Crypturellus boucardi,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Tinamiformes,Tinamidae,Crypturellus,Crypturellus boucardi,1,44,212,726,9353,2477492,2477567,FALSE,Aves,,Crypturellus boucardi,195,Animalia,,VULNERABLE,,
2482548,"Cyanolyca argentigula (Lawrence, 1875)",Cyanolyca argentigula,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Corvidae,Cyanolyca,Cyanolyca argentigula,1,44,212,729,5235,2482541,2482548,FALSE,Aves,,Cyanolyca argentigula,196,Animalia,,LEAST_CONCERN,,Endémica
2477289,"Cypseloides cherriei Ridgway, 1893",Cypseloides cherriei,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Apodidae,Cypseloides,Cypseloides cherriei,1,44,212,1448,2993,2477279,2477289,FALSE,Aves,,Cypseloides cherriei,197,Animalia,,DATA_DEFICIENT,,
2477282,"Cypseloides niger (J.F.Gmelin, 1789)",Cypseloides niger,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Apodidae,Cypseloides,Cypseloides niger,1,44,212,1448,2993,2477279,2477282,FALSE,Aves,,Cypseloides niger,198,Animalia,,VULNERABLE,,
2498393,"Dendrocygna autumnalis (Linnaeus, 1758)",Dendrocygna autumnalis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Anseriformes,Anatidae,Dendrocygna,Dendrocygna autumnalis,1,44,212,1108,2986,2498392,2498393,FALSE,Aves,,Dendrocygna autumnalis,199,Animalia,III,LEAST_CONCERN,,
2498402,"Dendrocygna bicolor (Vieillot, 1816)",Dendrocygna bicolor,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Anseriformes,Anatidae,Dendrocygna,Dendrocygna bicolor,1,44,212,1108,2986,2498392,2498402,FALSE,Aves,,Dendrocygna bicolor,200,Animalia,III,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,
2498396,"Dendrocygna viduata (Linnaeus, 1766)",Dendrocygna viduata,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Anseriformes,Anatidae,Dendrocygna,Dendrocygna viduata,1,44,212,1108,2986,2498392,2498396,FALSE,Aves,,Dendrocygna viduata,201,Animalia,,LEAST_CONCERN,PELIGRO DE EXTINCIÓN,
5230670,"Diglossa plumbea Cabanis, 1861",Diglossa plumbea,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Thraupidae,Diglossa,Diglossa plumbea,1,44,212,729,9352,2488798,5230670,FALSE,Aves,,Diglossa plumbea,202,Animalia,,LEAST_CONCERN,,Endémica
2476911,"Discosura conversii (Bourcier & Mulsant, 1846)",Discosura conversii,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Trochilidae,Discosura,Discosura conversii,1,44,212,1448,5289,2476900,2476911,FALSE,Aves,,Discosura conversii,203,Animalia,II,LEAST_CONCERN,,
2476971,"Doryfera ludovicae (Bourcier & Mulsant, 1847)",Doryfera ludovicae,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Trochilidae,Doryfera,Doryfera ludovicae,1,44,212,1448,5289,2476967,2476971,FALSE,Aves,,Doryfera ludovicae,204,Animalia,II,LEAST_CONCERN,,
2490034,"Dysithamnus striaticeps Lawrence, 1865",Dysithamnus striaticeps,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Thamnophilidae,Dysithamnus,Dysithamnus striaticeps,1,44,212,729,5286,2490027,2490034,FALSE,Aves,,Dysithamnus striaticeps,205,Animalia,,LEAST_CONCERN,,Endémica
2480888,"Egretta rufescens (Gmelin, 1789)",Egretta rufescens,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Pelecaniformes,Ardeidae,Egretta,Egretta rufescens,1,44,212,7190953,3685,2480872,2480888,FALSE,Aves,,Egretta rufescens,206,Animalia,,NEAR_THREATENED,,
2480461,"Elanoides forficatus (Linnaeus, 1758)",Elanoides forficatus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Elanoides,Elanoides forficatus,1,44,212,7191147,2877,2480460,2480461,FALSE,Aves,,Elanoides forficatus,207,Animalia,II,LEAST_CONCERN,,
2480367,"Elanus leucurus (Vieillot, 1818)",Elanus leucurus,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Elanus,Elanus leucurus,1,44,212,7191147,2877,2480366,2480367,FALSE,Aves,,Elanus leucurus,208,Animalia,II,LEAST_CONCERN,,
2475320,"Electron carinatum (Du Bus de Gisignies, 1847)",Electron carinatum,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Coraciiformes,Momotidae,Electron,Electron carinatum,1,44,212,1447,5255,2475319,2475320,FALSE,Aves,,Electron carinatum,209,Animalia,,VULNERABLE,,
5231162,"Emberizoides herbicola (Vieillot, 1817)",Emberizoides herbicola,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Thraupidae,Emberizoides,Emberizoides herbicola,1,44,212,729,9352,7683848,5231162,FALSE,Aves,,Emberizoides herbicola,210,Animalia,,LEAST_CONCERN,PELIGRO DE EXTINCIÓN,
2482796,"Empidonax albigularis P.L.Sclater & Salvin, 1859",Empidonax albigularis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Tyrannidae,Empidonax,Empidonax albigularis,1,44,212,729,5291,2482766,2482796,FALSE,Aves,,Empidonax albigularis,211,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,
2482804,"Empidonax atriceps Salvin, 1870",Empidonax atriceps,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Tyrannidae,Empidonax,Empidonax atriceps,1,44,212,729,5291,2482766,2482804,FALSE,Aves,,Empidonax atriceps,212,Animalia,,LEAST_CONCERN,,Endémica
8212880,"Eugenes spectabilis (Lawrence, 1867)",Eugenes spectabilis,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Trochilidae,Eugenes,Eugenes spectabilis,1,44,212,1448,5289,2476107,8212880,FALSE,Aves,,Eugenes spectabilis,213,Animalia,,NOT_EVALUATED,,Endémica
2476323,"Eupherusa eximia (Delattre, 1843)",Eupherusa eximia,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Trochilidae,Eupherusa,Eupherusa eximia,1,44,212,1448,5289,2476321,2476323,FALSE,Aves,,Eupherusa eximia,214,Animalia,II,LEAST_CONCERN,,
2476322,"Eupherusa nigriventris Lawrence, 1868",Eupherusa nigriventris,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Trochilidae,Eupherusa,Eupherusa nigriventris,1,44,212,1448,5289,2476321,2476322,FALSE,Aves,,Eupherusa nigriventris,215,Animalia,II,LEAST_CONCERN,,Endémica
2487960,"Euphonia anneae Cassin, 1865",Euphonia anneae,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Euphonia,Euphonia anneae,1,44,212,729,5242,2487948,2487960,FALSE,Aves,,Euphonia anneae,216,Animalia,,LEAST_CONCERN,,Endémica
2487994,"Euphonia elegantissima (Bonaparte, 1838)",Euphonia elegantissima,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Euphonia,Euphonia elegantissima,1,44,212,729,5242,2487948,2487994,FALSE,Aves,,Euphonia elegantissima,217,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,
2487997,"Euphonia imitans (Hellmayr, 1936)",Euphonia imitans,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Euphonia,Euphonia imitans,1,44,212,729,5242,2487948,2487997,FALSE,Aves,,Euphonia imitans,218,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,Endémica
2487979,"Euphonia luteicapilla (Cabanis, 1861)",Euphonia luteicapilla,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Euphonia,Euphonia luteicapilla,1,44,212,729,5242,2487948,2487979,FALSE,Aves,,Euphonia luteicapilla,219,Animalia,,LEAST_CONCERN,,Endémica
2474332,"Eurypyga helias (Pallas, 1781)",Eurypyga helias,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Eurypygiformes,Eurypygidae,Eurypyga,Eurypyga helias,1,44,212,8481794,5710,2474331,2474332,FALSE,Aves,,Eurypyga helias,220,Animalia,,LEAST_CONCERN,POBLACIÓN REDUCIDA O AMENAZADA,
2476380,"Eutoxeres aquila (Bourcier, 1847)",Eutoxeres aquila,SPECIES,ACCEPTED,100,EXACT,Animalia,Chordata,Apodiformes,Trochilidae,Eutoxeres,Eutoxeres aquila,1,44,212,1448,5289,2476376,2476380,FALSE,Aves,,Eutoxeres aquila,221,Animalia,II,LEAST_CONCERN,,
