usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,synonym,class,acceptedUsageKey,verbatim_name,verbatim_index,verbatim_kingdom,category_cites,category_iucn,category_sinac,category_minae
7326165,Abeliophyllum distichum Nakai,Abeliophyllum distichum,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Lamiales,Oleaceae,Abeliophyllum,Abeliophyllum distichum,6,7707728,220,408,6652,7326164,7326165,FALSE,Magnoliopsida,NA,Abeliophyllum distichum,1,Plantae,NA,EN,NA,NA
2685507,Abies guatemalensis Rehd.,Abies guatemalensis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies guatemalensis,6,7707728,194,640,3925,2684876,2685507,FALSE,Pinopsida,NA,Abies guatemalensis,2,Plantae,I,EN,NA,NA
3956362,Acanthocereus chiapensis Bravo,Acanthocereus chiapensis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Caryophyllales,Cactaceae,Acanthocereus,Acanthocereus chiapensis,6,7707728,220,422,2519,3084454,3956362,FALSE,Magnoliopsida,NA,Acanthocereus chiapensis,3,Plantae,II,VU,POBLACION REDUCIDA,NA
10748819,Acanthocereus hirschtianus (K.Schum.) Lodé,Acanthocereus hirschtianus,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Caryophyllales,Cactaceae,Acanthocereus,Acanthocereus hirschtianus,6,7707728,220,422,2519,3084454,10748819,FALSE,Magnoliopsida,NA,Acanthocereus hirschtianus,4,Plantae,II,LC,POBLACION REDUCIDA,NA
3084455,Acanthocereus tetragonus (L.) Hummelinck,Acanthocereus tetragonus,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Caryophyllales,Cactaceae,Acanthocereus,Acanthocereus tetragonus,6,7707728,220,422,2519,3084454,3084455,FALSE,Magnoliopsida,NA,Acanthocereus tetragonus,5,Plantae,II,LC,POBLACION REDUCIDA,NA
3789565,Acanthosyris annonagustata C.Ulloa & P.M.Jørg.,Acanthosyris annonagustata,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Santalales,Cervantesiaceae,Acanthosyris,Acanthosyris annonagustata,6,7707728,220,934,4934723,7265275,3789565,FALSE,Magnoliopsida,NA,Acanthosyris annonagustata,6,Plantae,NA,NT,NA,NA
5951591,Acianthera aberrans (Luer) Pupulin & Bogarín,Acianthera aberrans,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera aberrans,6,7707728,196,1169,7689,7848554,5951591,FALSE,Liliopsida,NA,Acianthera aberrans,7,Plantae,NA,NE,POBLACION REDUCIDA,NA
11000841,Acianthera beyrodtiana (Kraenzl.) Karremans,Acianthera beyrodtiana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera beyrodtiana,6,7707728,196,1169,7689,7848554,11000841,FALSE,Liliopsida,NA,Acianthera beyrodtiana,8,Plantae,NA,NE,POBLACION REDUCIDA,NA
3657263,"Acianthera breedlovei Soto Arenas, Solano & Salazar",Acianthera breedlovei,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera breedlovei,6,7707728,196,1169,7689,7848554,3657263,FALSE,Liliopsida,NA,Acianthera breedlovei,9,Plantae,NA,NE,POBLACION REDUCIDA,NA
10725924,Acianthera brunnescens (Schltr.) Karremans,Acianthera brunnescens,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera brunnescens,6,7707728,196,1169,7689,7848554,10725924,FALSE,Liliopsida,NA,Acianthera brunnescens,10,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839913,Acianthera butcheri (L.O.Williams) Pridgeon & M.W.Chase,Acianthera butcheri,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera butcheri,6,7707728,196,1169,7689,7848554,2839913,FALSE,Liliopsida,NA,Acianthera butcheri,11,Plantae,NA,NE,POBLACION REDUCIDA,NA
2840049,"Acianthera cabiriae Pupulin, G.A.Rojas & J.D.Zuñiga",Acianthera cabiriae,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera cabiriae,6,7707728,196,1169,7689,7848554,2840049,FALSE,Liliopsida,NA,Acianthera cabiriae,12,Plantae,NA,NE,POBLACION REDUCIDA,NA
10937918,Acianthera cachensis (Ames) Karremans,Acianthera cachensis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera cachensis,6,7707728,196,1169,7689,7848554,10937918,FALSE,Liliopsida,NA,Acianthera cachensis,13,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839569,Acianthera capillaris (Lindl.) Pridgeon & M.W.Chase,Acianthera capillaris,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera capillaris,6,7707728,196,1169,7689,7848554,2839569,FALSE,Liliopsida,NA,Acianthera capillaris,14,Plantae,NA,NE,POBLACION REDUCIDA,NA
5951596,Acianthera ciliata (Knowles & Westc.) F.Barros & L.R.S.Guim.,Acianthera ciliata,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera ciliata,6,7707728,196,1169,7689,7848554,5951596,FALSE,Liliopsida,NA,Acianthera ciliata,15,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839802,Acianthera circumplexa (Lindl.) Pridgeon & M.W.Chase,Acianthera circumplexa,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera circumplexa,6,7707728,196,1169,7689,7848554,2839802,FALSE,Liliopsida,NA,Acianthera circumplexa,16,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839516,Acianthera cogniauxiana (Schltr.) Pridgeon & M.W.Chase,Acianthera cogniauxiana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera cogniauxiana,6,7707728,196,1169,7689,7848554,2839516,FALSE,Liliopsida,NA,Acianthera cogniauxiana,17,Plantae,NA,NE,POBLACION REDUCIDA,NA
10782561,Acianthera costaricensis (Schltr.) Pupulin & Karremans,Acianthera costaricensis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera costaricensis,6,7707728,196,1169,7689,7848554,10782561,FALSE,Liliopsida,NA,Acianthera costaricensis,18,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839750,Acianthera crassilabia (Ames & C.Schweinf.) Luer,Acianthera crassilabia,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera crassilabia,6,7707728,196,1169,7689,7848554,2839750,FALSE,Liliopsida,NA,Acianthera crassilabia,19,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839889,Acianthera decipiens (Ames & C.Schweinf.) Pridgeon & M.W.Chase,Acianthera decipiens,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera decipiens,6,7707728,196,1169,7689,7848554,2839889,FALSE,Liliopsida,NA,Acianthera decipiens,20,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839538,Acianthera ellipsophylla (L.O.Williams) Pridgeon & M.W.Chase,Acianthera ellipsophylla,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera ellipsophylla,6,7707728,196,1169,7689,7848554,2839538,FALSE,Liliopsida,NA,Acianthera ellipsophylla,21,Plantae,NA,NE,POBLACION REDUCIDA,NA
9530827,Acianthera erinacea (Rchb.f.) A.Doucette,Acianthera erinacea,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera erinacea,6,7707728,196,1169,7689,7848554,9530827,FALSE,Liliopsida,NA,Acianthera erinacea,22,Plantae,NA,NE,POBLACION REDUCIDA,NA
2840003,"Acianthera fecunda Pupulin, G.A.Rojas & J.D.Zuñiga",Acianthera fecunda,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera fecunda,6,7707728,196,1169,7689,7848554,2840003,FALSE,Liliopsida,NA,Acianthera fecunda,23,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839961,Acianthera geminicaulina (Ames) Pridgeon & M.W.Chase,Acianthera geminicaulina,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera geminicaulina,6,7707728,196,1169,7689,7848554,2839961,FALSE,Liliopsida,NA,Acianthera geminicaulina,24,Plantae,NA,NE,POBLACION REDUCIDA,NA
9293209,Acianthera gigantea (Lindl.) A.Doucette,Acianthera gigantea,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera gigantea,6,7707728,196,1169,7689,7848554,9293209,FALSE,Liliopsida,NA,Acianthera gigantea,25,Plantae,II,DD,POBLACION REDUCIDA,NA
2839910,Acianthera hamata Pupulin & G.A.Rojas,Acianthera hamata,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera hamata,6,7707728,196,1169,7689,7848554,2839910,FALSE,Liliopsida,NA,Acianthera hamata,26,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839519,Acianthera hondurensis (Ames) Pridgeon & M.W.Chase,Acianthera hondurensis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera hondurensis,6,7707728,196,1169,7689,7848554,2839519,FALSE,Liliopsida,NA,Acianthera hondurensis,27,Plantae,II,LC,POBLACION REDUCIDA,NA
7530370,Acianthera inaequalis (Lindl.) F.Barros & L.R.S.Guim.,Acianthera inaequalis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera inaequalis,6,7707728,196,1169,7689,7848554,7530370,FALSE,Liliopsida,NA,Acianthera inaequalis,28,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839899,Acianthera johnsonii (Ames) Pridgeon & M.W.Chase,Acianthera johnsonii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera johnsonii,6,7707728,196,1169,7689,7848554,2839899,FALSE,Liliopsida,NA,Acianthera johnsonii,29,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839991,Acianthera lepidota (L.O.Williams) Pridgeon & M.W.Chase,Acianthera lepidota,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera lepidota,6,7707728,196,1169,7689,7848554,2839991,FALSE,Liliopsida,NA,Acianthera lepidota,30,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839652,Acianthera lojae (Schltr.) Luer,Acianthera lojae,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera lojae,6,7707728,196,1169,7689,7848554,2839652,FALSE,Liliopsida,NA,Acianthera lojae,31,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839944,Acianthera pacayana (Schltr.) Solano & Soto Arenas,Acianthera pacayana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera pacayana,6,7707728,196,1169,7689,7848554,2839944,FALSE,Liliopsida,NA,Acianthera pacayana,32,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839819,Acianthera pantasmi (Rchb.f.) Pridgeon & M.W.Chase,Acianthera pantasmi,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera pantasmi,6,7707728,196,1169,7689,7848554,2839819,FALSE,Liliopsida,NA,Acianthera pantasmi,33,Plantae,NA,NE,POBLACION REDUCIDA,NA
8385149,Acianthera polystachya (Ruiz & Pav.) Pupulin,Acianthera polystachya,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera polystachya,6,7707728,196,1169,7689,7848554,8385149,FALSE,Liliopsida,NA,Acianthera polystachya,34,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839728,Acianthera pubescens (Lindl.) Pridgeon & M.W.Chase,Acianthera pubescens,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera pubescens,6,7707728,196,1169,7689,7848554,2839728,FALSE,Liliopsida,NA,Acianthera pubescens,35,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839963,Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase,Acianthera saundersiana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera saundersiana,6,7707728,196,1169,7689,7848554,2839963,FALSE,Liliopsida,NA,Acianthera saundersiana,36,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839584,Acianthera sicaria (Lindl.) Pridgeon & M.W.Chase,Acianthera sicaria,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera sicaria,6,7707728,196,1169,7689,7848554,2839584,FALSE,Liliopsida,NA,Acianthera sicaria,37,Plantae,NA,NE,POBLACION REDUCIDA,NA
9498853,Acianthera sigmoidea (Ames & C.Schweinf.) A.Doucette,Acianthera sigmoidea,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera sigmoidea,6,7707728,196,1169,7689,7848554,9498853,FALSE,Liliopsida,NA,Acianthera sigmoidea,38,Plantae,NA,NE,POBLACION REDUCIDA,NA
7501860,Acianthera testifolia (Sw.) Solano,Acianthera testifolia,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera testifolia,6,7707728,196,1169,7689,7848554,7501860,FALSE,Liliopsida,NA,Acianthera testifolia,39,Plantae,NA,NE,POBLACION REDUCIDA,NA
2839908,Acianthera verecunda (Schltr.) Pridgeon & M.W.Chase,Acianthera verecunda,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acianthera,Acianthera verecunda,6,7707728,196,1169,7689,7848554,2839908,FALSE,Liliopsida,NA,Acianthera verecunda,40,Plantae,NA,NE,POBLACION REDUCIDA,NA
5310317,Acineta barkeri (Bateman) Lindl.,Acineta barkeri,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acineta,Acineta barkeri,6,7707728,196,1169,7689,2802035,5310317,FALSE,Liliopsida,NA,Acineta barkeri,41,Plantae,NA,NE,POBLACION REDUCIDA,NA
5310288,Acineta densa Lindl.,Acineta densa,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acineta,Acineta densa,6,7707728,196,1169,7689,2802035,5310288,FALSE,Liliopsida,NA,Acineta densa,42,Plantae,NA,NE,POBLACION REDUCIDA,NA
5310307,Acineta erythroxantha Rchb.f.,Acineta erythroxantha,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acineta,Acineta erythroxantha,6,7707728,196,1169,7689,2802035,5310307,FALSE,Liliopsida,NA,Acineta erythroxantha,43,Plantae,II,NA,PELIGRO DE EXTINCIÓN,NA
2689300,Acrobolbus wilsonii Nees,Acrobolbus wilsonii,SPECIES,ACCEPTED,100,EXACT,Plantae,Marchantiophyta,Jungermanniales,Acrobolbaceae,Acrobolbus,Acrobolbus wilsonii,6,9,126,381,6144,2689299,2689300,FALSE,Jungermanniopsida,NA,Acrobolbus wilsonii,44,Plantae,NA,VU,NA,NA
2807003,Acrorchis roseola Dressler,Acrorchis roseola,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acrorchis,Acrorchis roseola,6,7707728,196,1169,7689,2807002,2807003,FALSE,Liliopsida,NA,Acrorchis roseola,45,Plantae,NA,NE,POBLACION REDUCIDA,NA
3063235,Actinostemon caribaeus Griseb.,Actinostemon caribaeus,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Actinostemon,Actinostemon caribaeus,6,7707728,220,1414,4691,8265757,3063235,FALSE,Magnoliopsida,NA,Actinostemon caribaeus,46,Plantae,NA,DD,NA,NA
2738434,Adonidia merrillii (Becc.) Becc.,Adonidia merrillii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Arecales,Arecaceae,Adonidia,Adonidia merrillii,6,7707728,196,552,7681,2738433,2738434,FALSE,Liliopsida,NA,Adonidia merrillii,47,Plantae,NA,VU,NA,NA
5421195,Aegle marmelos (L.) Corrêa,Aegle marmelos,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Rutaceae,Aegle,Aegle marmelos,6,7707728,220,933,2396,8397331,5421195,FALSE,Magnoliopsida,NA,Aegle marmelos,48,Plantae,NA,NT,NA,NA
5400655,Ageratina kupperi (Suess.) R.M.King & H.Rob.,Ageratina kupperi,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asterales,Asteraceae,Ageratina,Ageratina kupperi,6,7707728,220,414,3065,5400194,5400655,FALSE,Magnoliopsida,NA,Ageratina kupperi,49,Plantae,NA,NT,NA,NA
3658839,Agonandra macrocarpa L.O.Williams,Agonandra macrocarpa,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Santalales,Opiliaceae,Agonandra,Agonandra macrocarpa,6,7707728,220,934,3232649,8219051,3658839,FALSE,Magnoliopsida,NA,Agonandra macrocarpa,50,Plantae,NA,NT,NA,NA
4115410,Agrostis tenerrima Trin.,Agrostis tenerrima,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Poales,Poaceae,Agrostis,Agrostis tenerrima,6,7707728,196,1369,3073,2706434,4115410,FALSE,Liliopsida,NA,Agrostis tenerrima,51,Plantae,NA,NT,NA,NA
9665460,Aiouea brenesii (Standl.) R.Rohde,Aiouea brenesii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Laurales,Lauraceae,Aiouea,Aiouea brenesii,6,7707728,220,407,6688,3034063,9665460,FALSE,Magnoliopsida,NA,Aiouea brenesii,52,Plantae,NA,NT,NA,NA
9695833,Aiouea chavarriana (Hammel) R.Rohde,Aiouea chavarriana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Laurales,Lauraceae,Aiouea,Aiouea chavarriana,6,7707728,220,407,6688,3034063,9695833,FALSE,Magnoliopsida,NA,Aiouea chavarriana,53,Plantae,NA,VU,NA,NA
4183412,Aiouea obscura van der Werff,Aiouea obscura,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Laurales,Lauraceae,Aiouea,Aiouea obscura,6,7707728,220,407,6688,3034063,4183412,FALSE,Magnoliopsida,NA,Aiouea obscura,54,Plantae,NA,VU,NA,NA
3055430,Alchornea guatemalensis Lundell,Alchornea guatemalensis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Alchornea,Alchornea guatemalensis,6,7707728,220,1414,4691,3055345,3055430,FALSE,Magnoliopsida,NA,Alchornea guatemalensis,55,Plantae,NA,EN,NA,NA
3055419,Alchornea integrifolia Pax & K.Hoffm.,Alchornea integrifolia,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Alchornea,Alchornea integrifolia,6,7707728,220,1414,4691,3055345,3055419,FALSE,Magnoliopsida,NA,Alchornea integrifolia,56,Plantae,NA,EN,NA,NA
4205572,Alfaroa guanacastensis D.E.Stone,Alfaroa guanacastensis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fagales,Juglandaceae,Alfaroa,Alfaroa guanacastensis,6,7707728,220,1354,2499,7310533,4205572,FALSE,Magnoliopsida,NA,Alfaroa guanacastensis,57,Plantae,NA,NT,NA,NA
4205554,Alfaroa manningii J.León,Alfaroa manningii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fagales,Juglandaceae,Alfaroa,Alfaroa manningii,6,7707728,220,1354,2499,7310533,4205554,FALSE,Magnoliopsida,NA,Alfaroa manningii,58,Plantae,NA,NT,NA,NA
4205546,Alfaroa mexicana D.E.Stone,Alfaroa mexicana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fagales,Juglandaceae,Alfaroa,Alfaroa mexicana,6,7707728,220,1354,2499,7310533,4205546,FALSE,Magnoliopsida,NA,Alfaroa mexicana,59,Plantae,NA,EN,NA,NA
4194210,Alluaudiopsis fiherenensis Humbert & Choux,Alluaudiopsis fiherenensis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Caryophyllales,Didiereaceae,Alluaudiopsis,Alluaudiopsis fiherenensis,6,7707728,220,422,3231952,7309781,4194210,FALSE,Magnoliopsida,NA,Alluaudiopsis fiherenensis,60,Plantae,II,VU,NA,NA
2876167,Alnus jorullensis Kunth,Alnus jorullensis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fagales,Betulaceae,Alnus,Alnus jorullensis,6,7707728,220,1354,4688,2876099,2876167,FALSE,Magnoliopsida,NA,Alnus jorullensis,61,Plantae,NA,DD,NA,NA
5301979,Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm.,Alpinia zerumbet,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Alpinia,Alpinia zerumbet,6,7707728,196,627,4687,5301253,5301979,FALSE,Liliopsida,NA,Alpinia zerumbet,62,Plantae,NA,DD,NA,NA
3661100,Amphipterygium adstringens (Schltdl.) Schiede ex Standl.,Amphipterygium adstringens,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Amphipterygium,Amphipterygium adstringens,6,7707728,220,933,2398,3233113,3661100,FALSE,Magnoliopsida,NA,Amphipterygium adstringens,63,Plantae,NA,VU,NA,NA
7881320,Amphipterygium molle (Hemsl.) Hemsl. & Rose ex Standl.,Amphipterygium molle,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Amphipterygium,Amphipterygium molle,6,7707728,220,933,2398,3233113,7881320,FALSE,Magnoliopsida,NA,Amphipterygium molle,64,Plantae,NA,VU,NA,NA
3661528,Amphipterygium simplicifolium (Standl.) Cuev.-Fig.,Amphipterygium simplicifolium,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Amphipterygium,Amphipterygium simplicifolium,6,7707728,220,933,2398,3233113,3661528,FALSE,Magnoliopsida,NA,Amphipterygium simplicifolium,65,Plantae,NA,NT,NA,NA
4094061,Amphitecna donnell-smithii (Sprague) L.O.Williams,Amphitecna donnell-smithii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Amphitecna,Amphitecna donnell-smithii,6,7707728,220,408,6655,3172582,4094061,FALSE,Magnoliopsida,NA,Amphitecna donnell-smithii,66,Plantae,NA,EN,NA,NA
4094049,Amphitecna gentryi W.C.Burger,Amphitecna gentryi,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Amphitecna,Amphitecna gentryi,6,7707728,220,408,6655,3172582,4094049,FALSE,Magnoliopsida,NA,Amphitecna gentryi,67,Plantae,NA,VU,NA,NA
4094040,Amphitecna isthmica (A.H.Gentry) A.H.Gentry,Amphitecna isthmica,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Amphitecna,Amphitecna isthmica,6,7707728,220,408,6655,3172582,4094040,FALSE,Magnoliopsida,NA,Amphitecna isthmica,68,Plantae,NA,NT,NA,NA
4093820,Amphitecna sessilifolia (Donn.Sm.) L.O.Williams,Amphitecna sessilifolia,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Amphitecna,Amphitecna sessilifolia,6,7707728,220,408,6655,3172582,4093820,FALSE,Magnoliopsida,NA,Amphitecna sessilifolia,69,Plantae,NA,VU,NA,NA
5593053,Amyris brenesii Standl.,Amyris brenesii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Rutaceae,Amyris,Amyris brenesii,6,7707728,220,933,2396,3190177,5593053,FALSE,Magnoliopsida,NA,Amyris brenesii,70,Plantae,NA,NT,NA,NA
5594889,Amyris magnifolia Gómez-Laur. & Q.Jiménez,Amyris magnifolia,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Rutaceae,Amyris,Amyris magnifolia,6,7707728,220,933,2396,3190177,5594889,FALSE,Magnoliopsida,NA,Amyris magnifolia,71,Plantae,NA,EN,NA,NA
2782990,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Anathallis barbulata,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Anathallis,Anathallis barbulata,6,7707728,196,1169,7689,2782621,2782990,FALSE,Liliopsida,NA,Anathallis barbulata,72,Plantae,NA,NE,POBLACION REDUCIDA,NA
2782663,Anathallis casualis (Ames) Pridgeon & M.W.Chase,Anathallis casualis,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Anathallis,Anathallis casualis,6,7707728,196,1169,7689,2782621,2782663,FALSE,Liliopsida,NA,Anathallis casualis,73,Plantae,NA,NE,POBLACION REDUCIDA,NA
5951236,Anathallis caudatipetala (C.Schweinf.) Luer,Anathallis caudatipetala,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Anathallis,Anathallis caudatipetala,6,7707728,196,1169,7689,2782621,5951236,FALSE,Liliopsida,NA,Anathallis caudatipetala,74,Plantae,NA,NE,POBLACION REDUCIDA,NA
2782676,Anathallis cuspidata (Luer) Pridgeon & M.W.Chase,Anathallis cuspidata,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Anathallis,Anathallis cuspidata,6,7707728,196,1169,7689,2782621,2782676,FALSE,Liliopsida,NA,Anathallis cuspidata,75,Plantae,NA,NE,POBLACION REDUCIDA,NA
2782842,Anathallis dryadum (Schltr.) F.Barros,Anathallis dryadum,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Anathallis,Anathallis dryadum,6,7707728,196,1169,7689,2782621,2782842,FALSE,Liliopsida,NA,Anathallis dryadum,76,Plantae,NA,NE,POBLACION REDUCIDA,NA
2782797,Anathallis endresii (Luer) Pridgeon & M.W.Chase,Anathallis endresii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Asparagales,Orchidaceae,Anathallis,Anathallis endresii,6,7707728,196,1169,7689,2782621,2782797,FALSE,Liliopsida,NA,Anathallis endresii,77,Plantae,NA,NE,POBLACION REDUCIDA,NA
